CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
2037,45,Female,Month-to-month,74.31,4235.67,No,Fiber optic,57,Yes,Credit card (automatic),Yes,74.31,0.0
2038,32,Male,Month-to-month,37.29,1640.76,No,Fiber optic,44,No,Mailed check,No,37.29,1640.76
2039,39,Female,Two year,75.73,908.76,Yes,Fiber optic,12,Yes,Bank transfer (automatic),No,75.73,908.76
2040,18,Male,Month-to-month,74.7,2988.0,Yes,Fiber optic,40,Yes,Electronic check,Yes,74.7,0.0
2041,29,Female,Month-to-month,41.21,989.04,No,Fiber optic,24,No,Credit card (automatic),No,41.21,989.04
2042,33,Male,Month-to-month,88.2,970.2,No,Fiber optic,11,Yes,Mailed check,No,88.2,970.2
2043,32,Male,Month-to-month,35.27,2327.82,No,Fiber optic,66,No,Mailed check,No,35.27,2327.82
2044,42,Female,Two year,45.27,45.27,No,Fiber optic,1,No,Bank transfer (automatic),Yes,45.27,0.0
2045,27,Female,Month-to-month,63.04,3656.32,Yes,Fiber optic,58,Yes,Credit card (automatic),No,63.040000000000006,3656.32
2046,56,Male,Month-to-month,42.26,1183.28,Yes,No,28,Yes,Electronic check,Yes,42.26,0.0
2047,40,Female,Month-to-month,59.09,4018.12,No,DSL,68,No,Credit card (automatic),No,59.089999999999996,4018.12
2048,39,Male,One year,58.69,3462.71,Yes,Fiber optic,59,No,Mailed check,No,58.69,3462.71
2049,35,Female,Month-to-month,51.62,3665.02,No,DSL,71,Yes,Credit card (automatic),No,51.62,3665.02
2050,42,Female,One year,70.09,1541.98,Yes,Fiber optic,22,No,Bank transfer (automatic),No,70.09,1541.98
2051,52,Male,Month-to-month,50.98,1478.42,No,DSL,29,Yes,Credit card (automatic),No,50.980000000000004,1478.42
2052,26,Female,Month-to-month,58.53,4038.57,Yes,No,69,Yes,Credit card (automatic),No,58.53,4038.57
2053,30,Female,One year,77.01,3465.45,Yes,DSL,45,No,Bank transfer (automatic),Yes,77.00999999999999,0.0
2054,35,Male,Month-to-month,69.21,4844.7,Yes,Fiber optic,70,Yes,Credit card (automatic),No,69.21,4844.7
2055,19,Male,One year,345.6,1175.04,No,Fiber optic,17,No,Bank transfer (automatic),No,69.12,1175.04
2056,27,Female,Month-to-month,38.68,1508.52,Yes,DSL,39,No,Bank transfer (automatic),Yes,38.68,0.0
2057,32,Male,One year,63.91,2556.4,No,No,40,Yes,Bank transfer (automatic),No,63.910000000000004,2556.4
2058,53,Female,Month-to-month,41.95,1174.6,Yes,No,28,Yes,Mailed check,No,41.949999999999996,1174.6
2059,43,Female,One year,37.17,74.34,Yes,Fiber optic,2,Yes,Credit card (automatic),No,37.17,74.34
2060,42,Male,Month-to-month,53.44,1442.88,No,DSL,27,No,Bank transfer (automatic),No,53.440000000000005,1442.88
2061,52,Male,Month-to-month,41.63,874.23,No,DSL,21,No,Electronic check,No,41.63,874.23
2062,37,Male,Month-to-month,69.21,484.47,No,DSL,7,No,Electronic check,No,69.21000000000001,484.47
2063,45,Male,Month-to-month,69.71,4252.31,Yes,DSL,61,No,Mailed check,No,69.71000000000001,4252.31
2064,38,Male,Month-to-month,30.85,1604.2,No,DSL,52,No,Bank transfer (automatic),No,30.85,1604.2
2065,43,Male,Month-to-month,42.59,2044.32,No,No,48,No,Bank transfer (automatic),No,42.589999999999996,2044.32
2066,31,Female,Month-to-month,35.24,669.56,No,Fiber optic,19,Yes,Mailed check,No,35.239999999999995,669.56
2067,18,Female,One year,47.52,570.24,Yes,Fiber optic,12,Yes,Credit card (automatic),No,47.52,570.24
2068,37,Male,One year,62.59,4443.89,No,DSL,71,Yes,Bank transfer (automatic),Yes,62.59,0.0
2069,61,Female,One year,50.77,101.54,No,Fiber optic,2,No,Bank transfer (automatic),Yes,50.77,0.0
2070,53,Female,Month-to-month,45.74,777.58,Yes,Fiber optic,17,Yes,Electronic check,Yes,45.74,0.0
2071,54,Female,Month-to-month,80.64,241.92,No,No,3,No,Bank transfer (automatic),No,80.64,241.92
2072,58,Female,Month-to-month,27.35,574.35,Yes,DSL,21,Yes,Mailed check,No,27.35,574.35
2073,41,Male,One year,79.13,4035.63,,No,51,Yes,Electronic check,No,79.13,4035.63
2074,42,Female,Month-to-month,46.37,463.7,No,Fiber optic,10,Yes,Mailed check,No,46.37,463.7
2075,30,Female,Month-to-month,53.33,2933.15,No,No,55,Yes,Mailed check,Yes,53.33,0.0
2076,35,Male,One year,46.61,1677.96,No,DSL,36,No,Bank transfer (automatic),No,46.61,1677.96
2077,49,Male,Month-to-month,86.74,4423.74,Yes,DSL,51,No,Credit card (automatic),No,86.74,4423.74
2078,58,Male,One year,37.74,641.58,Yes,Fiber optic,17,Yes,Bank transfer (automatic),No,37.74,641.58
2079,37,Male,One year,54.79,3342.19,Yes,No,61,Yes,Credit card (automatic),No,54.79,3342.19
2080,33,Female,Month-to-month,63.96,831.48,Yes,Fiber optic,13,No,Electronic check,No,63.96,831.48
2081,40,Male,Month-to-month,33.67,2188.55,Yes,Fiber optic,65,No,Mailed check,No,33.67,2188.55
2082,49,Female,Month-to-month,41.43,1988.64,Yes,DSL,48,Yes,Mailed check,No,41.43,1988.64
2083,18,Female,One year,52.22,3655.4,No,Fiber optic,70,Yes,Bank transfer (automatic),Yes,52.22,0.0
2084,18,Male,Month-to-month,41.85,1966.95,No,Fiber optic,47,Yes,Credit card (automatic),No,41.85,1966.95
2085,31,Male,One year,42.75,427.5,No,Fiber optic,10,Yes,Mailed check,Yes,42.75,0.0
2086,21,Male,Month-to-month,49.16,2802.12,Yes,DSL,57,Yes,Mailed check,No,49.16,2802.12
2087,32,Male,Month-to-month,66.35,862.55,No,DSL,13,Yes,Credit card (automatic),No,66.35,862.55
2088,37,Male,Month-to-month,49.26,3004.86,Yes,Fiber optic,61,No,Mailed check,Yes,49.260000000000005,0.0
2089,33,Male,One year,75.45,4376.1,Yes,No,58,No,Mailed check,No,75.45,4376.1
2090,61,Female,Month-to-month,40.47,2751.96,No,Fiber optic,68,No,Mailed check,No,40.47,2751.96
2091,44,Female,One year,37.5,1087.5,,Fiber optic,29,No,Credit card (automatic),No,37.5,1087.5
2092,44,Female,Month-to-month,97.31,1556.96,Yes,No,16,Yes,Credit card (automatic),No,97.31,1556.96
2093,49,Female,Month-to-month,44.82,2823.66,Yes,DSL,63,No,Electronic check,No,44.82,2823.66
2094,22,Male,One year,36.85,1731.95,Yes,DSL,47,No,Mailed check,No,36.85,1731.95
2095,55,Male,One year,32.37,1391.91,No,Fiber optic,43,No,Mailed check,No,32.370000000000005,1391.91
2096,38,Female,Month-to-month,75.38,1733.74,Yes,Fiber optic,23,Yes,Electronic check,No,75.38,1733.74
2097,50,Female,Month-to-month,49.28,1478.4,Yes,Fiber optic,30,Yes,Credit card (automatic),No,49.28,1478.4
2098,23,Female,One year,50.6,2884.2,No,DSL,57,Yes,Credit card (automatic),No,50.599999999999994,2884.2
2099,18,Male,Month-to-month,52.05,1561.5,Yes,Fiber optic,30,No,Bank transfer (automatic),No,52.05,1561.5
2100,52,Male,Month-to-month,73.99,4957.33,No,Fiber optic,67,No,Credit card (automatic),Yes,73.99,0.0
2101,45,Male,Two year,51.74,2897.44,Yes,Fiber optic,56,Yes,Bank transfer (automatic),No,51.74,2897.44
2102,26,Female,Month-to-month,110.3,2647.2,No,Fiber optic,24,Yes,Electronic check,No,110.3,2647.2
2103,26,Female,Month-to-month,56.83,454.64,Yes,Fiber optic,8,No,Credit card (automatic),Yes,56.83,0.0
2104,56,Male,Month-to-month,75.08,3303.52,No,No,44,Yes,Electronic check,No,75.08,3303.52
2105,22,Male,One year,69.52,2363.68,Yes,No,34,Yes,Bank transfer (automatic),No,69.52,2363.68
2106,64,Female,One year,54.0,1890.0,Yes,No,35,No,Mailed check,No,54.0,1890.0
2107,26,Female,Month-to-month,45.78,2289.0,No,No,50,No,Mailed check,No,45.78,2289.0
2108,49,Male,Month-to-month,60.32,1025.44,No,DSL,17,No,Electronic check,Yes,60.32,0.0
2109,35,Female,Month-to-month,63.63,127.26,Yes,No,2,Yes,Mailed check,No,63.63,127.26
2110,49,Male,One year,45.98,2482.92,Yes,,54,No,Electronic check,Yes,45.980000000000004,0.0
2111,31,Male,Month-to-month,57.39,2525.16,Yes,Fiber optic,44,No,Bank transfer (automatic),Yes,57.38999999999999,0.0
2112,37,Female,Two year,79.11,3876.39,Yes,DSL,49,Yes,Mailed check,No,79.11,3876.39
2113,40,Female,Month-to-month,101.59,203.18,Yes,No,2,Yes,Bank transfer (automatic),Yes,101.59,0.0
2114,24,Female,Two year,70.55,5079.6,Yes,DSL,72,Yes,Credit card (automatic),No,70.55000000000001,5079.6
2115,51,Male,Month-to-month,95.47,6682.9,Yes,DSL,70,No,Mailed check,No,95.47,6682.9
2116,32,Female,One year,45.2,406.8,No,No,9,No,Mailed check,No,45.2,406.8
2117,36,Female,Month-to-month,67.39,67.39,Yes,Fiber optic,1,Yes,Mailed check,No,67.39,67.39
2118,25,Male,Month-to-month,81.58,5629.02,No,Fiber optic,69,No,Electronic check,Yes,81.58000000000001,0.0
2119,18,Male,One year,41.72,375.48,Yes,Fiber optic,9,No,Credit card (automatic),No,41.72,375.48
2120,37,Female,One year,47.2,660.8,Yes,DSL,14,No,Credit card (automatic),No,47.199999999999996,660.8
2121,76,Male,Month-to-month,91.96,2482.92,No,Fiber optic,27,No,Credit card (automatic),No,91.96000000000001,2482.92
2122,51,Male,One year,40.75,366.75,Yes,DSL,9,Yes,Bank transfer (automatic),No,40.75,366.75
2123,39,Male,Month-to-month,36.51,1314.36,No,No,36,No,Credit card (automatic),No,36.51,1314.36
2124,36,Female,One year,86.35,259.05,Yes,Fiber optic,3,No,Electronic check,No,86.35000000000001,259.05
2125,40,Female,Month-to-month,78.18,1798.14,Yes,No,23,No,Electronic check,No,78.18,1798.14
2126,48,Male,Month-to-month,62.16,1864.8,Yes,Fiber optic,30,Yes,Bank transfer (automatic),Yes,62.16,0.0
2127,22,Male,Month-to-month,53.85,1023.15,Yes,Fiber optic,19,No,Bank transfer (automatic),No,53.85,1023.15
2128,56,Male,Month-to-month,47.87,3207.29,No,Fiber optic,67,No,Credit card (automatic),No,47.87,3207.29
2129,50,Female,One year,59.42,2971.0,No,Fiber optic,50,No,Credit card (automatic),No,59.42,2971.0
2130,50,Male,Month-to-month,87.7,4209.6,No,DSL,48,Yes,Electronic check,No,87.7,4209.6
2131,46,Male,Month-to-month,58.65,175.95,Yes,No,3,No,Electronic check,No,58.65,175.95
2132,40,Female,Month-to-month,104.59,6902.94,No,Fiber optic,66,Yes,Credit card (automatic),No,104.58999999999999,6902.94
2133,50,Male,One year,41.7,1125.9,Yes,Fiber optic,27,No,Electronic check,No,41.7,1125.9
2134,48,Female,Month-to-month,54.28,2171.2,No,,40,Yes,Bank transfer (automatic),No,54.279999999999994,2171.2
2135,34,Female,Month-to-month,48.82,878.76,Yes,DSL,18,Yes,Electronic check,No,48.82,878.76
2136,31,Female,Two year,39.43,1064.61,No,Fiber optic,27,No,Credit card (automatic),Yes,39.43,0.0
2137,41,Male,Month-to-month,52.15,573.65,No,No,11,No,Bank transfer (automatic),Yes,52.15,0.0
2138,63,Male,One year,61.88,2413.32,No,Fiber optic,39,Yes,Electronic check,No,61.88,2413.32
2139,21,Female,One year,63.9,1214.1,No,DSL,19,Yes,Bank transfer (automatic),No,63.9,1214.1
2140,18,Male,Month-to-month,104.7,732.9,Yes,DSL,7,No,Credit card (automatic),No,104.7,732.9
2141,42,Female,Two year,62.76,3577.32,No,No,57,No,Electronic check,No,62.760000000000005,3577.32
2142,40,Male,One year,77.1,154.2,No,Fiber optic,2,No,Credit card (automatic),Yes,77.1,0.0
2143,42,Female,Month-to-month,55.69,2116.22,No,No,38,No,Mailed check,No,55.69,2116.22
2144,43,Female,Month-to-month,90.33,451.65,No,DSL,5,No,Credit card (automatic),Yes,90.33,0.0
2145,36,Male,One year,112.12,4036.32,Yes,No,36,No,Mailed check,No,112.12,4036.32
2146,62,Male,Month-to-month,64.03,4354.04,Yes,No,68,No,Bank transfer (automatic),No,64.03,4354.04
2147,18,Male,One year,40.54,2310.78,Yes,No,57,Yes,Bank transfer (automatic),Yes,40.540000000000006,0.0
2148,27,Male,Month-to-month,46.31,926.2,No,,20,Yes,Mailed check,No,46.31,926.2
2149,38,Female,Month-to-month,59.42,297.1,No,Fiber optic,5,No,Bank transfer (automatic),Yes,59.42,0.0
2150,18,Female,Month-to-month,62.61,1502.64,Yes,Fiber optic,24,No,Bank transfer (automatic),Yes,62.61000000000001,0.0
2151,37,Male,Month-to-month,67.32,2019.6,Yes,Fiber optic,30,No,Credit card (automatic),No,67.32,2019.6
2152,64,Male,Month-to-month,62.68,1755.04,Yes,,28,Yes,Mailed check,No,62.68,1755.04
2153,40,Female,One year,54.71,2899.63,Yes,Fiber optic,53,Yes,Electronic check,No,54.71,2899.63
2154,43,Male,One year,45.11,2300.61,Yes,No,51,No,Bank transfer (automatic),No,45.11,2300.61
2155,21,Male,One year,61.58,431.06,No,Fiber optic,7,No,Bank transfer (automatic),No,61.58,431.06
2156,30,Male,One year,95.25,4000.5,No,Fiber optic,42,Yes,Electronic check,No,95.25,4000.5
2157,34,Male,One year,74.14,2594.9,Yes,Fiber optic,35,Yes,Credit card (automatic),Yes,74.14,0.0
2158,35,Female,Month-to-month,64.1,2179.4,No,Fiber optic,34,Yes,Credit card (automatic),No,64.10000000000001,2179.4
2159,59,Female,One year,74.36,4015.44,No,Fiber optic,54,No,Credit card (automatic),No,74.36,4015.44
2160,48,Male,Month-to-month,48.85,1416.65,Yes,Fiber optic,29,No,Electronic check,Yes,48.85,0.0
2161,23,Female,Two year,46.88,468.8,,Fiber optic,10,Yes,Credit card (automatic),No,46.88,468.8
2162,43,Male,One year,43.63,1178.01,Yes,DSL,27,No,Bank transfer (automatic),No,43.63,1178.01
2163,47,Male,Month-to-month,52.58,683.54,Yes,Fiber optic,13,No,Credit card (automatic),No,52.58,683.54
2164,57,Male,Month-to-month,48.11,2020.62,No,,42,No,Bank transfer (automatic),Yes,48.11,0.0
2165,63,Female,Month-to-month,78.45,2902.65,No,Fiber optic,37,Yes,Electronic check,No,78.45,2902.65
2166,24,Female,Month-to-month,236.70000000000002,2887.74,No,No,61,Yes,Credit card (automatic),Yes,47.339999999999996,0.0
2167,27,Female,Month-to-month,42.91,901.11,No,Fiber optic,21,Yes,Credit card (automatic),No,42.910000000000004,901.11
2168,21,Female,Month-to-month,97.79,293.37,Yes,DSL,3,No,Bank transfer (automatic),No,97.79,293.37
2169,36,Female,Month-to-month,47.68,381.44,No,Fiber optic,8,No,Electronic check,No,47.68,381.44
2170,46,Male,Two year,57.17,4001.9,Yes,No,70,Yes,Credit card (automatic),No,57.17,4001.9
2171,54,Male,One year,62.51,1062.67,No,No,17,No,Electronic check,No,62.510000000000005,1062.67
2172,38,Female,One year,38.82,388.2,No,Fiber optic,10,Yes,Bank transfer (automatic),Yes,38.82,0.0
2173,35,Female,One year,79.09,1028.17,Yes,DSL,13,No,Bank transfer (automatic),No,79.09,1028.17
2174,42,Female,Month-to-month,66.1,793.2,Yes,DSL,12,No,Credit card (automatic),Yes,66.10000000000001,0.0
2175,27,Male,Month-to-month,87.14,5751.24,Yes,Fiber optic,66,No,Electronic check,Yes,87.14,0.0
2176,71,Female,One year,44.53,1024.19,No,Fiber optic,23,No,Bank transfer (automatic),No,44.53,1024.19
2177,18,Male,Two year,56.25,3656.25,Yes,Fiber optic,65,No,Electronic check,No,56.25,3656.25
2178,42,Male,Month-to-month,55.25,2873.0,No,No,52,Yes,Mailed check,No,55.25,2873.0
2179,70,Female,One year,59.1,3605.1,No,Fiber optic,61,Yes,Mailed check,No,59.1,3605.1
2180,40,Male,Two year,35.29,917.54,Yes,DSL,26,No,Credit card (automatic),No,35.29,917.54
2181,37,Male,One year,56.44,846.6,No,Fiber optic,15,Yes,Electronic check,No,56.440000000000005,846.6
2182,34,Female,Two year,35.59,782.98,,No,22,No,Electronic check,No,35.59,782.98
2183,37,Male,Month-to-month,60.79,3951.35,Yes,Fiber optic,65,No,Bank transfer (automatic),No,60.79,3951.35
2184,60,Female,Two year,28.83,749.58,No,DSL,26,No,Electronic check,No,28.830000000000002,749.58
2185,18,Male,One year,31.33,657.93,No,Fiber optic,21,Yes,Electronic check,No,31.33,657.93
2186,63,Female,Month-to-month,69.8,1675.2,No,Fiber optic,24,No,Bank transfer (automatic),No,69.8,1675.2
2187,18,Female,Two year,46.34,741.44,Yes,DSL,16,No,Credit card (automatic),No,46.34,741.44
2188,36,Male,Month-to-month,40.59,1298.88,Yes,Fiber optic,32,Yes,Bank transfer (automatic),No,40.59,1298.88
2189,33,Female,Month-to-month,79.94,1279.04,Yes,Fiber optic,16,No,Mailed check,No,79.94,1279.04
2190,48,Male,Month-to-month,60.24,2530.08,No,DSL,42,Yes,Electronic check,No,60.239999999999995,2530.08
2191,18,Male,Month-to-month,70.93,2269.76,Yes,Fiber optic,32,Yes,Electronic check,No,70.93,2269.76
2192,46,Female,Month-to-month,51.94,2597.0,No,DSL,50,Yes,Credit card (automatic),No,51.94,2597.0
2193,70,Male,One year,121.98,5001.18,Yes,Fiber optic,41,Yes,Mailed check,No,121.98,5001.18
2194,19,Female,Month-to-month,45.54,1092.96,Yes,Fiber optic,24,Yes,Electronic check,No,45.54,1092.96
2195,42,Male,Month-to-month,92.14,1197.82,No,Fiber optic,13,Yes,Bank transfer (automatic),No,92.14,1197.82
2196,30,Male,Month-to-month,53.6,536.0,No,Fiber optic,10,Yes,Electronic check,No,53.6,536.0
2197,46,Female,Month-to-month,33.24,1396.08,No,DSL,42,No,Credit card (automatic),Yes,33.239999999999995,0.0
2198,40,Male,One year,63.11,2587.51,Yes,No,41,No,Bank transfer (automatic),No,63.11000000000001,2587.51
2199,30,Male,One year,60.01,180.03,No,DSL,3,No,Electronic check,No,60.01,180.03
2200,47,Male,Two year,39.83,2190.65,No,Fiber optic,55,No,Credit card (automatic),No,39.83,2190.65
2201,67,Male,One year,41.4,662.4,No,Fiber optic,16,No,Mailed check,No,41.4,662.4
2202,37,Male,Month-to-month,54.2,2384.8,No,Fiber optic,44,No,Bank transfer (automatic),Yes,54.2,0.0
2203,50,Male,Two year,60.64,1819.2,Yes,DSL,30,No,Bank transfer (automatic),No,60.64,1819.2
2204,20,Male,One year,26.02,962.74,Yes,DSL,37,No,Mailed check,No,26.02,962.74
2205,25,Male,Month-to-month,74.88,4492.8,No,Fiber optic,60,Yes,Bank transfer (automatic),No,74.88000000000001,4492.8
2206,47,Female,One year,47.07,1129.68,No,DSL,24,No,Credit card (automatic),No,47.07,1129.68
2207,62,Male,Two year,36.62,952.12,Yes,No,26,No,Mailed check,No,36.62,952.12
2208,45,Male,One year,72.41,4199.78,No,DSL,58,Yes,Electronic check,No,72.41,4199.78
2209,35,Female,Month-to-month,54.21,487.89,No,Fiber optic,9,Yes,Credit card (automatic),Yes,54.21,0.0
2210,39,Female,One year,78.64,4797.04,No,Fiber optic,61,Yes,Mailed check,Yes,78.64,0.0
2211,21,Female,Month-to-month,62.26,1182.94,Yes,Fiber optic,19,No,Electronic check,Yes,62.260000000000005,0.0
2212,49,Male,Month-to-month,54.57,1527.96,Yes,Fiber optic,28,Yes,Credit card (automatic),No,54.57,1527.96
2213,53,Female,Month-to-month,52.15,365.05,Yes,Fiber optic,7,Yes,Credit card (automatic),No,52.15,365.05
2214,33,Female,Month-to-month,63.11,2839.95,No,DSL,45,Yes,Bank transfer (automatic),No,63.11,2839.95
2215,32,Male,Month-to-month,48.23,3038.49,No,Fiber optic,63,Yes,Bank transfer (automatic),Yes,48.23,0.0
2216,43,Male,Month-to-month,42.28,1564.36,No,DSL,37,No,Mailed check,No,42.279999999999994,1564.36
2217,33,Female,One year,65.56,1048.96,Yes,Fiber optic,16,Yes,Electronic check,No,65.56,1048.96
2218,39,Female,One year,52.28,261.4,Yes,No,5,No,Credit card (automatic),No,52.279999999999994,261.4
2219,71,Male,Two year,55.15,1599.35,No,DSL,29,Yes,Credit card (automatic),No,55.15,1599.35
2220,36,Male,Month-to-month,75.7,3936.4,No,Fiber optic,52,Yes,Mailed check,Yes,75.7,0.0
2221,34,Male,Month-to-month,52.76,1213.48,No,DSL,23,Yes,Bank transfer (automatic),No,52.76,1213.48
2222,30,Male,Two year,54.84,329.04,No,No,6,No,Credit card (automatic),No,54.84,329.04
2223,51,Male,Month-to-month,45.61,1641.96,No,Fiber optic,36,Yes,Credit card (automatic),No,45.61,1641.96
2224,37,Female,One year,62.13,3541.41,Yes,DSL,57,No,Bank transfer (automatic),No,62.129999999999995,3541.41
2225,30,Male,One year,60.64,2001.12,Yes,Fiber optic,33,Yes,Electronic check,No,60.63999999999999,2001.12
2226,59,Male,Month-to-month,71.54,3505.46,Yes,Fiber optic,49,No,Electronic check,No,71.54,3505.46
2227,61,Male,One year,45.89,1881.49,Yes,Fiber optic,41,No,Bank transfer (automatic),No,45.89,1881.49
2228,30,Male,One year,47.59,2617.45,No,DSL,55,Yes,Credit card (automatic),No,47.589999999999996,2617.45
2229,18,Male,Month-to-month,69.24,1800.24,Yes,Fiber optic,26,Yes,Bank transfer (automatic),No,69.24,1800.24
2230,55,Female,Month-to-month,58.89,2178.93,Yes,Fiber optic,37,Yes,Electronic check,Yes,58.88999999999999,0.0
2231,29,Male,Month-to-month,41.6,707.2,No,Fiber optic,17,No,Mailed check,No,41.6,707.2
2232,51,Female,Month-to-month,80.8,2585.6,Yes,DSL,32,Yes,Mailed check,No,80.8,2585.6
2233,18,Male,Month-to-month,32.8,918.4,No,No,28,No,Electronic check,No,32.8,918.4
2234,53,Female,Month-to-month,69.08,1727.0,Yes,DSL,25,No,Electronic check,Yes,69.08,0.0
2235,21,Female,Month-to-month,37.35,1755.45,No,Fiber optic,47,No,Electronic check,No,37.35,1755.45
2236,50,Male,Two year,96.13,2114.86,No,Fiber optic,22,No,Bank transfer (automatic),No,96.13000000000001,2114.86
2237,40,Male,Month-to-month,34.35,2095.35,No,Fiber optic,61,No,Mailed check,No,34.35,2095.35
2238,25,Male,Month-to-month,77.14,3394.16,Yes,Fiber optic,44,No,Electronic check,Yes,77.14,0.0
2239,33,Male,Month-to-month,53.28,1065.6,Yes,Fiber optic,20,No,Credit card (automatic),No,53.279999999999994,1065.6
2240,50,Male,Month-to-month,48.91,2445.5,No,Fiber optic,50,Yes,Mailed check,No,48.91,2445.5
2241,41,Female,Month-to-month,57.72,2712.84,Yes,Fiber optic,47,Yes,Bank transfer (automatic),No,57.720000000000006,2712.84
2242,48,Male,Month-to-month,65.99,3101.53,No,No,47,No,Credit card (automatic),Yes,65.99000000000001,0.0
2243,69,Male,Month-to-month,41.62,2996.64,No,Fiber optic,72,Yes,Bank transfer (automatic),No,41.62,2996.64
2244,18,Female,One year,42.75,2180.25,No,DSL,51,Yes,Electronic check,No,42.75,2180.25
2245,64,Male,Two year,66.35,3649.25,No,DSL,55,No,Electronic check,No,66.35,3649.25
2246,41,Female,Month-to-month,32.71,1275.69,No,DSL,39,Yes,Electronic check,No,32.71,1275.69
2247,26,Male,Month-to-month,45.82,641.48,No,No,14,No,Credit card (automatic),Yes,45.82,0.0
2248,20,Female,One year,135.94,9379.86,No,No,69,No,Electronic check,No,135.94,9379.86
2249,37,Male,One year,40.84,1919.48,Yes,DSL,47,Yes,Mailed check,No,40.84,1919.48
2250,53,Female,Month-to-month,77.04,1617.84,Yes,Fiber optic,21,No,Electronic check,No,77.03999999999999,1617.84
2251,38,Female,Two year,45.8,687.0,Yes,DSL,15,No,Mailed check,No,45.8,687.0
2252,62,Male,Month-to-month,63.61,63.61,Yes,No,1,Yes,Credit card (automatic),No,63.61,63.61
2253,18,Male,Month-to-month,66.44,664.4,Yes,DSL,10,Yes,Bank transfer (automatic),No,66.44,664.4
2254,39,Male,One year,76.61,1762.03,Yes,Fiber optic,23,No,Bank transfer (automatic),No,76.61,1762.03
2255,21,Female,Two year,51.41,925.38,No,DSL,18,Yes,Mailed check,No,51.41,925.38
2256,45,Female,One year,99.15,5750.7,Yes,Fiber optic,58,No,Credit card (automatic),No,99.14999999999999,5750.7
2257,53,Female,Month-to-month,45.75,2379.0,No,DSL,52,Yes,Mailed check,No,45.75,2379.0
2258,33,Male,Month-to-month,58.57,2694.22,Yes,Fiber optic,46,Yes,Electronic check,Yes,58.56999999999999,0.0
2259,18,Male,Month-to-month,58.77,764.01,No,Fiber optic,13,Yes,Electronic check,Yes,58.769999999999996,0.0
2260,42,Female,Month-to-month,38.99,662.83,Yes,Fiber optic,17,No,Electronic check,No,38.99,662.83
2261,46,Male,One year,50.11,3357.37,Yes,DSL,67,Yes,Bank transfer (automatic),No,50.11,3357.37
2262,46,Female,One year,57.31,3495.91,Yes,Fiber optic,61,No,Mailed check,No,57.309999999999995,3495.91
2263,58,Male,One year,47.96,3117.4,Yes,No,65,No,Credit card (automatic),No,47.96,3117.4
2264,23,Male,Two year,113.55,6018.15,Yes,Fiber optic,53,No,Mailed check,No,113.55,6018.15
2265,50,Female,Month-to-month,42.45,212.25,No,Fiber optic,5,Yes,Mailed check,No,42.45,212.25
2266,57,Male,One year,77.78,2488.96,No,Fiber optic,32,Yes,Mailed check,No,77.78,2488.96
2267,18,Male,One year,70.59,3176.55,Yes,Fiber optic,45,No,Electronic check,No,70.59,3176.55
2268,44,Male,Month-to-month,54.37,3044.72,No,Fiber optic,56,No,Electronic check,No,54.37,3044.72
2269,32,Male,One year,42.12,210.6,No,DSL,5,Yes,Mailed check,No,42.12,210.6
2270,38,Male,Month-to-month,43.36,1474.24,No,Fiber optic,34,Yes,Electronic check,No,43.36,1474.24
2271,45,Female,One year,46.74,2851.14,No,DSL,61,Yes,Bank transfer (automatic),No,46.739999999999995,2851.14
2272,32,Male,Month-to-month,31.95,1980.9,Yes,DSL,62,Yes,Electronic check,Yes,31.950000000000003,0.0
2273,29,Female,Month-to-month,40.41,2788.29,Yes,DSL,69,No,Bank transfer (automatic),No,40.41,2788.29
2274,40,Male,One year,35.0,2205.0,No,DSL,63,No,Bank transfer (automatic),No,35.0,2205.0
2275,23,Male,One year,81.76,3597.44,Yes,Fiber optic,44,Yes,Mailed check,No,81.76,3597.44
2276,23,Female,Month-to-month,65.73,1840.44,Yes,Fiber optic,28,No,Mailed check,No,65.73,1840.44
2277,50,Female,Month-to-month,69.12,4838.4,Yes,Fiber optic,70,Yes,Electronic check,Yes,69.11999999999999,0.0
2278,22,Male,Month-to-month,65.15,846.95,Yes,No,13,Yes,Credit card (automatic),No,65.15,846.95
2279,49,Male,Month-to-month,57.4,2468.2,No,DSL,43,Yes,Mailed check,No,57.4,2468.2
2280,46,Female,One year,84.62,2538.6,No,DSL,30,Yes,Bank transfer (automatic),No,84.61999999999999,2538.6
2281,18,Female,Two year,45.46,1181.96,No,No,26,No,Bank transfer (automatic),No,45.46,1181.96
2282,29,Female,Month-to-month,56.37,3551.31,Yes,Fiber optic,63,No,Electronic check,Yes,56.37,0.0
2283,57,Female,One year,68.31,3893.67,No,Fiber optic,57,No,Bank transfer (automatic),No,68.31,3893.67
2284,25,Male,Month-to-month,36.73,2350.72,,,64,Yes,Mailed check,No,36.73,2350.72
2285,33,Male,One year,138.24,6773.76,No,,49,No,Electronic check,No,138.24,6773.76
2286,46,Male,Month-to-month,55.07,2863.64,No,DSL,52,Yes,Electronic check,Yes,55.07,0.0
2287,51,Male,Month-to-month,56.97,3589.11,Yes,No,63,No,Credit card (automatic),Yes,56.97,0.0
2288,36,Male,One year,79.6,1034.8,No,DSL,13,Yes,Electronic check,No,79.6,1034.8
